File,length,width
pri/input/water2.jpg,500,353
pri/input/water2.jpg,500,353
pri/input/fire.jpg,500,353
pri/input/fire.jpg,500,353
pri/input/fire.jpg,500,353
pri/input/fire.jpg,500,353
pri/input/fire.jpg,500,353
pri/input/fire.jpg,500,353
2022-10-10 08:16:40.033028,pri/input/fire.jpg,500,353
2022-10-10 08:18:59.274176,pri/input/water2.jpg,500,353
2022-10-10 08:27:32.251888,scanner_detect/input/water2.jpg,500,353
